year,pm25_sev,asthma_prev_rate
2013,16.57277293474067,7448.05264584346
2014,17.00636880004243,7539.99380482363
2015,17.33822490204946,7586.91809861884
2016,17.60607440867392,7594.354193798
2017,18.03384441052476,7590.9205313108
2018,18.588072753064218,7580.580353607989
2019,19.23526686845089,7568.636114394039
2020,19.94030299052148,7560.26226803386
2021,21.05968331136112,7577.496852929549
2022,22.76737263192132,7597.8722998045005
